a,b,g_x,c,g_y,d,e,f,g,h,I,j
0.5656359,-0.02598869,0.8242455,267.583,-0.03503006,0.9978439,0.05550157,-3.138958,-0.8239108,-0.06026704,0.5635059,1.995215
0.5558069,-0.0300014,0.8307699,268.2659,-0.03320856,0.9977496,0.05824891,-3.095292,-0.8306479,-0.05996381,0.5535598,2.447327
0.5459804,-0.02916667,0.8372901,268.9438,-0.03771547,0.997525,0.05934191,-3.057266,-0.8369486,-0.06397831,0.5435291,2.900508
0.5365247,-0.03174459,0.8432873,269.6322,-0.03595926,0.9975245,0.06042904,-3.014796,-0.8431181,-0.06274565,0.5340551,3.337088
0.5283477,-0.03237317,0.8484107,270.3249,-0.03129404,0.9978512,0.0575638,-2.97191,-0.8484512,-0.05696389,0.5261993,3.759467
0.5194005,-0.03215099,0.8539259,271.0177,-0.02861656,0.998077,0.05498443,-2.933541,-0.8540517,-0.05299536,0.5174817,4.1802
0.5119463,-0.03011495,0.8584894,271.7172,-0.0313723,0.9980631,0.05371943,-2.897192,-0.8584444,-0.05443424,0.51001,4.604376
0.5054989,-0.03047835,0.8622887,272.4197,-0.03372885,0.997914,0.05504499,-2.857745,-0.8621678,-0.05690918,0.5034165,5.02229
0.5003166,-0.03376182,0.865184,273.1286,-0.03707283,0.9974878,0.06036306,-2.814492,-0.8650485,-0.06227546,0.4978081,5.441538
0.4952874,-0.03802937,0.8678964,273.8426,-0.03878304,0.9970774,0.06582235,-2.772449,-0.8678631,-0.06626063,0.492365,5.855792
0.491135,-0.04299079,0.870022,274.5609,-0.03858977,0.996727,0.071036,-2.721918,-0.8702283,-0.0684622,0.4878685,6.266911
0.4882423,-0.03974586,0.8718026,275.2745,-0.04200052,0.9967346,0.06896345,-2.673153,-0.8716969,-0.07028702,0.4849786,6.675117
0.4856588,-0.02973,0.8736427,275.9847,-0.04794738,0.9970109,0.06058221,-2.628431,-0.8728325,-0.07131115,0.4827817,7.082604
0.4839855,-0.01764901,0.874898,276.6939,-0.04997074,0.9976077,0.04776775,-2.585559,-0.8736481,-0.06683819,0.4819458,7.483336
0.4825352,-0.01147005,0.8758014,277.4117,-0.04926215,0.9979761,0.04021181,-2.538301,-0.8744902,-0.06254747,0.4809936,7.884799
0.4811582,-0.01025984,0.8765737,278.1377,-0.05117819,0.9978973,0.03977198,-2.495085,-0.8751386,-0.06399806,0.4796214,8.291747
0.4801612,-0.01374213,0.8770726,278.8724,-0.05340214,0.9975647,0.0448655,-2.463622,-0.8755533,-0.06838022,0.478258,8.703796
0.4801214,-0.01650999,0.8770467,279.6088,-0.05127989,0.9975847,0.0468512,-2.427851,-0.8757019,-0.06746911,0.4781152,9.109342
0.4809437,-0.01991722,0.8765252,280.3533,-0.04751332,0.9976807,0.04874048,-2.39297,-0.8754631,-0.06508803,0.4788819,9.516225
0.4826335,-0.0226767,0.8755288,281.0976,-0.04698729,0.9975546,0.0517389,-2.361052,-0.8745611,-0.06610964,0.4803878,9.935075
0.4860385,-0.02433594,0.8735985,281.8429,-0.04604933,0.9975104,0.05340795,-2.32755,-0.8727234,-0.06618694,0.4837078,10.35908
0.4902128,-0.02375205,0.8712791,282.5899,-0.04556144,0.9975636,0.05282921,-2.29319,-0.8704112,-0.06559428,0.4879363,10.7858
0.4939955,-0.0238745,0.8691366,283.3375,-0.04600043,0.9975052,0.05354618,-2.259848,-0.8682468,-0.06643221,0.4916649,11.21977
0.4975029,-0.02202353,0.8671827,284.0848,-0.04963709,0.9973169,0.05380531,-2.234216,-0.866041,-0.06981272,0.4950749,11.66325
0.5016344,-0.01975805,0.864854,284.8272,-0.05059172,0.997358,0.05212948,-2.201768,-0.8635991,-0.06990438,0.4993095,12.10499
0.5060664,-0.01857207,0.8622945,285.5784,-0.04547997,0.9978026,0.04818208,-2.174731,-0.8612946,-0.06360045,0.5041098,12.54485
0.5112701,-0.01607064,0.8592698,286.3278,-0.0431666,0.9980829,0.04435118,-2.157485,-0.8583353,-0.05976718,0.5095963,12.98766
0.5177701,-0.01455636,0.855396,287.0798,-0.04148707,0.9982517,0.04209942,-2.141208,-0.8545133,-0.05728569,0.516261,13.44201
0.5254471,-0.01602518,0.8506753,287.8316,-0.0414256,0.9981549,0.04439129,-2.116997,-0.8498172,-0.058565,0.5238138,13.91153
0.5323699,-0.01889835,0.8463008,288.581,-0.04451026,0.9977428,0.05027955,-2.092276,-0.8453408,-0.06443638,0.5303271,14.3951
0.5392974,-0.02270148,0.8418093,289.3351,-0.04694475,0.9972716,0.05696863,-2.064174,-0.8408059,-0.07024155,0.5367603,14.88867
0.5463262,-0.02671994,0.8371462,290.0887,-0.05024852,0.9966451,0.06460327,-2.028438,-0.8360639,-0.0773598,0.5431507,15.39635
0.5532461,-0.02825027,0.8325387,290.8382,-0.05175452,0.9963283,0.06820047,-1.994986,-0.8314086,-0.08081927,0.5497526,15.90519
0.5608227,-0.02588634,0.8275312,291.5808,-0.05138581,0.9964958,0.06599626,-1.953998,-0.8263398,-0.07953554,0.5575273,16.41665
0.5683204,-0.02044952,0.8225532,292.3119,-0.04939916,0.9970398,0.05891843,-1.909983,-0.8213231,-0.07411797,0.5656279,16.93296
0.5758419,-0.01320909,0.8174543,293.0391,-0.0489302,0.9975203,0.0505868,-1.864125,-0.8160956,-0.06912819,0.5737677,17.44383
0.5826618,-0.01010083,0.8126519,293.7666,-0.04424486,0.9980456,0.04412822,-1.824438,-0.8115095,-0.06166749,0.5810762,17.95966
0.5895851,-0.009109082,0.8076549,294.4939,-0.03839154,0.9984901,0.03928709,-1.789217,-0.8067934,-0.05417019,0.5883452,18.48161
0.596129,-0.01514967,0.8027457,295.2267,-0.03015847,0.9986938,0.04124373,-1.755458,-0.8023221,-0.04879616,0.5948935,19.01274
0.6036051,-0.0215269,0.7969928,295.976,-0.02500545,0.9986325,0.04591118,-1.733893,-0.7968912,-0.04764138,0.6022414,19.54372
0.6109151,-0.0300172,0.7911269,296.7209,-0.02065474,0.9983365,0.05382899,-1.707063,-0.7914267,-0.04922546,0.6092788,20.09092
0.6180611,-0.03454457,0.7853707,297.4645,-0.01769378,0.9981697,0.05782898,-1.676369,-0.7859309,-0.04963802,0.6163187,20.6419
0.6243285,-0.03673856,0.7802975,298.1922,-0.01761822,0.9979771,0.06108415,-1.635982,-0.7809632,-0.05188402,0.6224183,21.21228
0.6308958,-0.03437648,0.7751056,298.9783,-0.02164473,0.9978493,0.06187302,-1.657067,-0.7755656,-0.05581237,0.6287949,21.80486
0.6369531,-0.0326216,0.770212,299.7788,-0.02645524,0.9975908,0.06413008,-1.693639,-0.7704485,-0.06122398,0.6345556,22.41695
0.6413484,-0.03540776,0.7664323,300.5852,-0.02347258,0.9975615,0.06572729,-1.732539,-0.7668907,-0.06014422,0.6389533,23.02434
0.6456476,-0.03398362,0.7628789,301.361,-0.02437635,0.9975829,0.06506933,-1.74705,-0.7632464,-0.06060805,0.6432587,23.63381
0.6497788,-0.03228642,0.7594373,302.1279,-0.02202621,0.9978782,0.06126916,-1.749939,-0.7598042,-0.05653892,0.647689,24.24501
0.6547488,-0.0287727,0.7552987,302.8926,-0.02040539,0.9982381,0.05571625,-1.762461,-0.755571,-0.0518923,0.6530081,24.86059
0.6586639,-0.0297602,0.7518485,303.6453,-0.01953136,0.9982046,0.05662227,-1.757056,-0.7521838,-0.05197966,0.6569001,25.48753
0.6626558,-0.03064605,0.7482968,304.394,-0.02313429,0.997848,0.0613529,-1.753708,-0.7485667,-0.05796716,0.6605208,26.12871
0.6665094,-0.03384938,0.7447278,305.1332,-0.02522013,0.997373,0.0679039,-1.736061,-0.74507,-0.06404071,0.6639048,26.77897
0.6707627,-0.03321535,0.7409279,305.8703,-0.02410462,0.9974926,0.06653893,-1.718076,-0.7412803,-0.06249161,0.6682802,27.42763
0.6748937,-0.02769889,0.7373949,306.583,-0.02659914,0.9977326,0.06182261,-1.694224,-0.7374355,-0.06133775,0.6726267,28.07634
0.6790832,-0.02391463,0.7336716,307.3026,-0.02665583,0.9980066,0.05720337,-1.677575,-0.7335772,-0.05840246,0.6770921,28.73554
0.6831266,-0.02639334,0.7298229,308.0194,-0.02041417,0.9982661,0.05520935,-1.655528,-0.7300146,-0.0526137,0.6814033,29.387
0.6872044,-0.03069495,0.7258154,308.7355,-0.01606567,0.9982205,0.05742607,-1.635678,-0.7262865,-0.05112415,0.6854883,30.04649
0.6913855,-0.03529827,0.7216232,309.4386,-0.009641867,0.998266,0.05806814,-1.610963,-0.7224217,-0.04710526,0.6898464,30.7069
0.6962286,-0.03828715,0.7167984,310.1407,-0.00458074,0.9983192,0.05777363,-1.585427,-0.7178056,-0.04350711,0.6948829,31.37448
0.7003373,-0.04387867,0.7124621,310.8359,0.002317497,0.9982434,0.05920114,-1.557699,-0.7138083,-0.03980964,0.6992088,32.04009
0.7044055,-0.04415641,0.7084229,311.5197,0.001498531,0.9981534,0.06072545,-1.531653,-0.7097962,-0.04171375,0.7031709,32.71633
0.7076251,-0.0436971,0.7052356,312.1948,-0.0001482076,0.9980767,0.06199054,-1.502226,-0.7065881,-0.04397058,0.7062577,33.39942
0.7116822,-0.0424489,0.7012179,312.8629,0.001066596,0.9982368,0.05934672,-1.471946,-0.7025008,-0.04148808,0.7104727,34.07583
0.7154666,-0.0397837,0.6975133,313.5266,-0.001535167,0.9982854,0.05851338,-1.442106,-0.6986453,-0.04293516,0.7141788,34.76541
0.71913,-0.044557,0.6934455,314.1892,0.004010424,0.9981915,0.05997936,-1.405865,-0.694864,-0.04035194,0.7180082,35.44723
0.7238531,-0.04465185,0.6885077,314.8435,0.00270382,0.9980795,0.06188593,-1.378314,-0.6899489,-0.04293471,0.7225837,36.13799
0.7271832,-0.04346411,0.685066,315.4894,0.003627232,0.9982228,0.05948216,-1.346387,-0.6864339,-0.04076953,0.7260485,36.8274
0.7311242,-0.04614559,0.680682,316.1388,0.007954301,0.9982187,0.05912866,-1.312849,-0.6821981,-0.03781604,0.7301889,37.51735
0.7342365,-0.04643443,0.6773039,316.7807,0.005424386,0.9980276,0.06254218,-1.280517,-0.6788721,-0.04224679,0.7330402,38.21802
0.7369502,-0.04334372,0.674556,317.4141,-0.00151878,0.9978333,0.06577524,-1.250716,-0.6759454,-0.04949757,0.7352876,38.92525
0.7397091,-0.04321833,0.6715375,318.0491,-0.002442881,0.9977564,0.06690378,-1.20997,-0.6729223,-0.05112981,0.737944,39.6281
0.7414072,-0.0482719,0.6693169,318.6872,0.0003698828,0.9974386,0.0715267,-1.166319,-0.6710553,-0.05278283,0.739526,40.32863
0.7434182,-0.04754144,0.6671351,319.3144,-0.002349887,0.9972786,0.07368676,-1.130942,-0.6688228,-0.05634776,0.7412834,41.02951
0.7447923,-0.04316427,0.6658988,319.9432,-0.00189862,0.9977646,0.06679974,-1.094331,-0.6672937,-0.05101621,0.7430455,41.72857
0.7454889,-0.03997917,0.665318,320.5699,0.0004794114,0.9982313,0.05944687,-1.055116,-0.6665179,-0.04399801,0.7441895,42.42029
0.7450255,-0.03981065,0.665847,321.1979,0.0008200026,0.9982713,0.05876862,-1.019788,-0.6670356,-0.04323812,0.7437702,43.11884
0.7441825,-0.0410023,0.6667168,321.8286,-0.0005685317,0.998075,0.06201505,-0.9855898,-0.6679762,-0.04652956,0.7427267,43.82261
0.7429743,-0.04369747,0.667892,322.4645,-0.001029784,0.9977907,0.06642698,-0.9469468,-0.6693192,-0.05004132,0.7412879,44.52778
0.7406686,-0.04518882,0.6703492,323.1058,-0.001102219,0.9976525,0.06847048,-0.9061778,-0.6718697,-0.0514528,0.7388801,45.23347
0.7372966,-0.04455575,0.6740983,323.7484,-0.001958221,0.9976776,0.06808512,-0.8650478,-0.6755664,-0.05151895,0.735497,45.93426
0.7331284,-0.03883265,0.6789806,324.3921,-0.006313597,0.9979368,0.06389169,-0.8250807,-0.6800609,-0.05112762,0.7313707,46.63318
0.7281671,-0.03435201,0.6845383,325.0437,-0.008970276,0.99818,0.05963342,-0.7865276,-0.685341,-0.04956358,0.7265337,47.32677
0.7230892,-0.03359325,0.6899374,325.7065,-0.00809518,0.998336,0.05709344,-0.7496238,-0.6907073,-0.04686881,0.721614,48.01802
0.7172576,-0.03329706,0.6960121,326.3766,-0.009763156,0.9982793,0.05781864,-0.7157939,-0.6967398,-0.04826612,0.7156983,48.70917
0.711404,-0.03404993,0.7019579,327.0557,-0.009372023,0.9982771,0.05792165,-0.6821795,-0.7027208,-0.04778446,0.7098592,49.39482
0.7059443,-0.03421948,0.7074402,327.7396,-0.01304876,0.9980343,0.06129693,-0.6437965,-0.7081471,-0.05250343,0.7041101,50.08093
0.6995732,-0.03877274,0.7135082,328.4377,-0.01427534,0.9975691,0.06820544,-0.6002114,-0.7144183,-0.05790026,0.6973192,50.76531
0.6931272,-0.04159558,0.7196141,329.1391,-0.01845669,0.9969821,0.07540553,-0.5560634,-0.720579,-0.06554731,0.6902677,51.44859
0.686543,-0.03811103,0.7260897,329.8404,-0.02130062,0.9971425,0.07247855,-0.5082701,-0.7267772,-0.06522579,0.6837694,52.11788
0.6808789,-0.03209271,0.7316925,330.5487,-0.02194347,0.9976971,0.06417948,-0.4610597,-0.7320672,-0.05975432,0.6786067,52.778
0.6753575,-0.0287881,0.7369284,331.2668,-0.02111256,0.9980736,0.05833833,-0.4174988,-0.7371883,-0.05495766,0.6734487,53.43409
0.6698515,-0.03055392,0.7418662,331.9976,-0.01921554,0.9981049,0.05845741,-0.3786882,-0.7422465,-0.05341314,0.667995,54.08875
0.6646906,-0.03320904,0.7463803,332.7368,-0.01911622,0.9979286,0.06142529,-0.341161,-0.7468741,-0.05509677,0.662679,54.74402
0.6599524,-0.03448647,0.7505155,333.4791,-0.0197416,0.997805,0.06320895,-0.3033084,-0.751048,-0.05653127,0.657823,55.39719
0.6555871,-0.03640435,0.7542415,334.23,-0.01884466,0.9977374,0.06453676,-0.2608018,-0.7548844,-0.05652288,0.6534178,56.04605
0.651405,-0.0366166,0.7578461,334.9826,-0.02053106,0.9976183,0.06584903,-0.2177423,-0.7584524,-0.05845376,0.6491018,56.6961
0.6472036,-0.03517831,0.7615051,335.7387,-0.02441256,0.9974659,0.06682695,-0.1730481,-0.7619262,-0.06184092,0.6447047,57.3495
0.6433333,-0.03411996,0.7648255,336.4998,-0.02673635,0.9973957,0.06698455,-0.1280985,-0.7651192,-0.06354202,0.6407457,57.99518
0.6398111,-0.03284732,0.7678299,337.2672,-0.02903377,0.9973399,0.06685866,-0.08432989,-0.7679836,-0.0650699,0.6371555,58.64049
0.6361961,-0.03142774,0.770887,338.0396,-0.03077316,0.9973412,0.0660563,-0.03922766,-0.7709135,-0.06574738,0.6335375,59.28309
0.6326658,-0.02965301,0.773857,338.8169,-0.03313603,0.9973149,0.0653059,0.00791583,-0.7737157,-0.06695934,0.6299845,59.92562
0.6294698,-0.03092761,0.7764092,339.5995,-0.0318771,0.9973385,0.06557234,0.05390482,-0.7763708,-0.06602547,0.6268086,60.56028
0.6265054,-0.03141264,0.7787838,340.389,-0.03204177,0.9973048,0.06600333,0.1011524,-0.7787582,-0.06630504,0.6238103,61.19943
0.6235106,-0.03209981,0.7811556,341.1781,-0.03247496,0.997231,0.06690013,0.1502289,-0.7811401,-0.06708093,0.6207417,61.83344
0.6207911,-0.03144423,0.7833452,341.9688,-0.03528275,0.9970623,0.06798417,0.1971761,-0.7831817,-0.06984253,0.617858,62.46632
0.6176438,-0.03198836,0.7858071,342.7628,-0.03696143,0.9968877,0.06963261,0.2432714,-0.785589,-0.0720527,0.6145392,63.09758
0.6146541,-0.03072091,0.7881983,343.5549,-0.03881736,0.9968526,0.06912407,0.2876121,-0.7878411,-0.07308316,0.6115271,63.7223
0.6115778,-0.02808429,0.7906857,344.3514,-0.0390628,0.9970792,0.06562937,0.3315807,-0.7902194,-0.07102385,0.6086945,64.34145
0.609586,-0.0285543,0.7922055,345.1509,-0.03853996,0.9971017,0.06559531,0.3770411,-0.7917826,-0.07051754,0.6067188,64.95923
0.6085527,-0.03468806,0.7927549,345.9578,-0.03478824,0.9969172,0.07032641,0.4211189,-0.7927505,-0.07037587,0.6054699,65.57679
0.6080276,-0.04413272,0.7926883,346.7695,-0.03030049,0.9964363,0.07871818,0.4707702,-0.7933375,-0.07188166,0.6045235,66.19159
0.6073378,-0.04979231,0.7928818,347.5814,-0.02858037,0.9960185,0.08444135,0.5273584,-0.7939295,-0.07394526,0.6034966,66.8072
0.6064482,-0.04968834,0.793569,348.3865,-0.02752721,0.9961352,0.08340818,0.5831376,-0.7946464,-0.07242746,0.6027366,67.4182
0.6058335,-0.04527114,0.7943023,349.1896,-0.02519811,0.996787,0.07603094,0.6373941,-0.7951923,-0.066077,0.6027463,68.02224
0.6051261,-0.04002277,0.795123,349.9934,-0.02373252,0.9973849,0.06826526,0.6867561,-0.7957758,-0.06017936,0.6025938,68.62683
0.6040625,-0.03946343,0.7959592,350.8015,-0.02078249,0.9976534,0.06523544,0.7306963,-0.7966659,-0.05594829,0.6018249,69.22924
0.6029019,-0.04279891,0.7966665,351.6181,-0.01807032,0.9975713,0.06726729,0.771935,-0.7976107,-0.05495159,0.6006642,69.83576
0.6017194,-0.04876742,0.7972173,352.4363,-0.01421366,0.9973223,0.07173638,0.8118633,-0.7985811,-0.05449654,0.5994151,70.43699
0.6009886,-0.05395396,0.7974344,353.2541,-0.01121965,0.9970511,0.07591564,0.8570171,-0.7991789,-0.05457136,0.598611,71.03883
0.6002911,-0.05775368,0.7976936,354.072,-0.008728209,0.9968568,0.07874155,0.9061182,-0.799734,-0.05423028,0.5979003,71.64191
0.599861,-0.05933165,0.7979014,354.8849,-0.007637015,0.9967767,0.07986146,0.9553822,-0.8000678,-0.05399935,0.5974743,72.24224
0.5998222,-0.05831621,0.7980053,355.6986,-0.006321807,0.9969639,0.07760742,1.004715,-0.8001084,-0.05159548,0.5976325,72.8449
0.599886,-0.05668846,0.7980747,356.5095,-0.004499765,0.9972319,0.07421724,1.054302,-0.8000728,-0.04811303,0.5979704,73.44368
0.6000183,-0.05743246,0.797922,357.3241,-0.003837466,0.9972015,0.07466181,1.105041,-0.7999771,-0.04786044,0.5981188,74.04848
0.5996718,-0.06118173,0.7979038,358.1418,-0.001968578,0.9969573,0.07792428,1.154416,-0.8002436,-0.04829973,0.5977268,74.65095
0.5992385,-0.0632253,0.79807,358.9549,-0.001214483,0.9968036,0.07988145,1.205514,-0.8005696,-0.04883728,0.5972464,75.2521
0.5985852,-0.0621244,0.7986465,359.7704,0.000134973,0.996996,0.07745229,1.255258,-0.8010591,-0.04625399,0.5967955,75.85261
0.5980991,-0.06136596,0.7990693,360.5831,0.001211253,0.9971322,0.07566995,1.307541,-0.8014213,-0.04429024,0.5964582,76.45292
0.5975805,-0.06263808,0.7993585,361.3986,0.00287264,0.9971047,0.07598606,1.358613,-0.8018038,-0.04311151,0.5960303,77.05344
0.5974969,-0.06530505,0.7992076,362.213,0.003628878,0.9968882,0.078745,1.409611,-0.8018631,-0.04414966,0.5958746,77.65593
0.5975513,-0.06773831,0.7989643,363.0263,0.006607541,0.9968073,0.07957016,1.463455,-0.8018035,-0.04226806,0.5960911,78.2559
0.5978009,-0.07098657,0.7984955,363.8376,0.01035328,0.9966722,0.0808535,1.51844,-0.8015778,-0.04006724,0.5965465,78.85458
0.5979506,-0.07513174,0.798004,364.6465,0.01538803,0.9964897,0.08228874,1.575087,-0.8013853,-0.03692488,0.5970077,79.45174
0.5982385,-0.08043474,0.7972709,365.4522,0.02156288,0.996205,0.08432485,1.632868,-0.801028,-0.03325491,0.5977026,80.04472
0.5984444,-0.08530892,0.7966095,366.2568,0.02887638,0.9959654,0.08496489,1.693095,-0.8006438,-0.02784356,0.5984934,80.63483
0.5993558,-0.0884279,0.7955835,367.0527,0.03211076,0.9957356,0.08648376,1.755061,-0.7998385,-0.02628775,0.5996394,81.22981
0.6001016,-0.09150953,0.7946723,367.845,0.03558819,0.9955056,0.08776163,1.818981,-0.7991318,-0.02438494,0.6006612,81.82341
0.6011409,-0.09358427,0.7936445,368.6274,0.03662952,0.9953024,0.08961841,1.881295,-0.7983031,-0.02480248,0.601745,82.41447
0.6023045,-0.09503952,0.7925887,369.4018,0.03717329,0.9951495,0.09107992,1.943287,-0.7974005,-0.02539472,0.602916,82.99951
0.6035026,-0.0957611,0.7915898,370.1664,0.03907438,0.9951211,0.09059291,2.005374,-0.7964031,-0.02374217,0.6043,83.57975
0.6047959,-0.09728033,0.7904166,370.9204,0.04032043,0.9949787,0.09160518,2.065452,-0.7953592,-0.0235325,0.6056815,84.15507
0.6060398,-0.09975098,0.7891549,371.6627,0.04116245,0.9947093,0.09412242,2.125331,-0.7943686,-0.02455838,0.6069394,84.72436
0.6069261,-0.1017592,0.7882168,372.3933,0.03954276,0.9944073,0.09793061,2.18599,-0.7937739,-0.02826838,0.6075557,85.28816
0.6073216,-0.1048921,0.7875012,373.1107,0.0351562,0.993823,0.1052609,2.251081,-0.7936779,-0.03624165,0.6072577,85.84868
0.6075092,-0.1055913,0.787263,373.8107,0.02810799,0.9933619,0.1115441,2.316552,-0.7938152,-0.0456357,0.6064445,86.4018
0.607455,-0.1037687,0.7875471,374.4976,0.02136876,0.9932067,0.1143846,2.384074,-0.7940667,-0.05265456,0.6055458,86.94454
0.6073842,-0.1011569,0.7879415,375.1693,0.01478535,0.9931273,0.1161017,2.455947,-0.7942707,-0.05886832,0.6047054,87.475
0.6070655,-0.09781602,0.7886086,375.8296,0.008632362,0.9931483,0.1165413,2.525397,-0.7946049,-0.06394061,0.6037505,87.99199
0.60648,-0.09495393,0.7894085,376.478,0.004765197,0.9932596,0.1158132,2.593374,-0.7950845,-0.06647668,0.6028445,88.49556
0.6060018,-0.09278193,0.7900337,377.1159,0.002919314,0.9934271,0.1144293,2.658386,-0.7954579,-0.06703799,0.6022895,88.98482
0.6054993,-0.09146038,0.7905729,377.7468,0.003547063,0.9936747,0.1122403,2.722154,-0.795838,-0.0651572,0.6019938,89.46349
0.6050099,-0.09193372,0.7908926,378.371,0.004340029,0.9936778,0.1121856,2.782431,-0.7962061,-0.06444088,0.6015839,89.93373
0.6045966,-0.09114828,0.7912995,378.9847,0.00377904,0.9937482,0.1115806,2.83942,-0.7965229,-0.06447087,0.6011612,90.39767
0.6031009,-0.09069383,0.7924922,379.5884,0.002833208,0.9937525,0.1115702,2.895644,-0.7976599,-0.0650428,0.59959,90.85453
0.6003021,-0.09063751,0.7946208,380.1834,0.001395973,0.9936747,0.1122878,2.953651,-0.7997721,-0.06629732,0.5966316,91.30094
0.5960463,-0.08951693,0.7979445,380.7729,-0.002795116,0.9935287,0.1135463,3.009361,-0.8029452,-0.06990922,0.591939,91.74008
0.590411,-0.0903245,0.8020326,381.3576,-0.004361162,0.9933466,0.1150806,3.062328,-0.807091,-0.07144266,0.5860888,92.16341
0.5851683,-0.08854865,0.8060627,381.933,-0.007507562,0.993386,0.1145769,3.112642,-0.8108771,-0.07309834,0.5806332,92.57369
0.5793681,-0.08306073,0.8108227,382.5049,-0.01054397,0.9939469,0.1093541,3.160924,-0.8149978,-0.07190557,0.5749854,92.97641
0.5728861,-0.07628126,0.8160776,383.0793,-0.01451187,0.9945597,0.1031519,3.210042,-0.8195066,-0.07093707,0.5686624,93.373
0.5648829,-0.07320741,0.8219172,383.6609,-0.01657667,0.994849,0.100003,3.261727,-0.8250046,-0.07011465,0.5607597,93.76359
0.5550968,-0.0741134,0.8284774,384.2584,-0.01839945,0.9946847,0.1013099,3.311365,-0.8315823,-0.07148032,0.5507827,94.15217
0.5449432,-0.07820795,0.8348176,384.8622,-0.02278707,0.9938913,0.1079851,3.360853,-0.8381633,-0.07786879,0.5398322,94.54098
0.5353434,-0.08348276,0.8404987,385.4764,-0.02387576,0.9932101,0.1138582,3.416745,-0.844297,-0.08102075,0.5297152,94.92187
0.5253797,-0.08796219,0.8463089,386.1003,-0.02448596,0.992667,0.1183747,3.475179,-0.8505155,-0.08291436,0.5193733,95.2975
0.5155144,-0.09069877,0.8520673,386.7256,-0.02389548,0.992474,0.1201016,3.536985,-0.8565477,-0.08227464,0.5094673,95.66617
0.5059644,-0.09091314,0.8577498,387.3588,-0.02225691,0.9927227,0.1183478,3.601461,-0.8622672,-0.0789706,0.500259,96.02935
0.4980296,-0.08981031,0.8624967,387.996,-0.01904716,0.9932494,0.1144237,3.664976,-0.8669509,-0.0734145,0.492957,96.38488
0.4909707,-0.08830486,0.8666891,388.6418,-0.0135824,0.9939527,0.1089657,3.73156,-0.8710702,-0.06527069,0.4868022,96.73499
0.4849313,-0.08948504,0.8699621,389.2979,-0.007527502,0.9942875,0.1064692,3.798926,-0.8745199,-0.05817889,0.4814875,97.0863
0.4793476,-0.09578809,0.8723821,389.9619,-0.002327362,0.9938836,0.1104079,3.869983,-0.8776221,-0.0549541,0.4761928,97.44102
0.4743914,-0.1096168,0.8734626,390.6449,9.621121E-05,0.9922235,0.1244687,3.945355,-0.8803141,-0.05896283,0.4707128,97.80232
0.4704719,-0.1232648,0.8737631,391.3339,-0.001450796,0.9900858,0.1404561,4.027034,-0.8824138,-0.06734829,0.4656288,98.17505
0.4655633,-0.1365143,0.8744225,392.0249,-0.004533654,0.9876508,0.1566053,4.116231,-0.885003,-0.07687398,0.459195,98.54535
0.4600427,-0.1405238,0.8767062,392.7178,-0.004722003,0.9869953,0.1606794,4.211579,-0.8878843,-0.07805919,0.4533964,98.90721
0.4549754,-0.1378729,0.8797661,393.414,-0.006395519,0.9874104,0.1580499,4.312938,-0.8904811,-0.07753536,0.4483657,99.26698
0.4491424,-0.1362613,0.8830085,394.1151,-0.007041302,0.9877314,0.1560032,4.416686,-0.8934325,-0.07628518,0.4426726,99.62394
0.4430048,-0.1424287,0.8851332,394.8314,-0.002797588,0.9870753,0.1602327,4.526817,-0.8965149,-0.07346007,0.4368807,99.97536
0.4369239,-0.1496538,0.8869618,395.5498,-0.0003871759,0.9860312,0.1665602,4.640894,-0.8994984,-0.07311754,0.4307627,100.3225
0.4302634,-0.1553473,0.889236,396.2758,0.003610727,0.9853693,0.1703945,4.754188,-0.9026962,-0.07010372,0.4245293,100.6607
0.4247975,-0.1589517,0.8912247,396.9938,0.006605355,0.9849829,0.1725252,4.868321,-0.9052643,-0.06740143,0.4194682,100.9936
0.418965,-0.1587218,0.8940222,397.7045,0.008122677,0.9852191,0.1711061,4.987048,-0.9079661,-0.06442561,0.4140616,101.3225
0.4131386,-0.1579036,0.896874,398.4144,0.00820188,0.9854579,0.1697216,5.103503,-0.9106313,-0.06276248,0.4084258,101.6473
0.4069813,-0.1583458,0.899607,399.1214,0.006731221,0.9853531,0.1703934,5.219817,-0.9134117,-0.06329148,0.4020862,101.968
0.3993633,-0.158764,0.9029413,399.8242,0.004274363,0.9852031,0.1713376,5.332589,-0.9167828,-0.06456644,0.3941325,102.2796
0.390329,-0.159142,0.906817,400.5261,0.003806304,0.985218,0.1712626,5.443658,-0.9206676,-0.06339714,0.3851649,102.5786
0.3802632,-0.1601029,0.9109154,401.2227,0.004912495,0.9852387,0.1711153,5.551546,-0.9248653,-0.06059398,0.3754366,102.8625
0.3701451,-0.1613206,0.9148597,401.9166,0.004370984,0.9850981,0.1719376,5.657436,-0.9289637,-0.05964302,0.3653344,103.1409
0.3604258,-0.1623738,0.9185467,402.6027,0.002700767,0.9849101,0.1730453,5.762673,-0.932784,-0.05988922,0.3554256,103.408
0.3502305,-0.1625484,0.9224514,403.2798,0.004653159,0.9851166,0.1718242,5.866325,-0.936652,-0.05588574,0.3457742,103.6591
0.3401765,-0.1583437,0.9269343,403.9506,0.003160511,0.9859081,0.1672581,5.96465,-0.9403563,-0.05396767,0.3358832,103.9027
